country,topic,pew_score,log_prob_diff,normalized,corr_overall,pvalue
Mexico,using contraceptives,0.48,0.4171875,0.3297682709447416,0.15060688471612393,0.007703721777410853
Mexico,getting a divorce,0.077,-0.075,-0.23172905525846688,0.15060688471612393,0.007703721777410853
Mexico,having an abortion,-0.47,-0.0671875,-0.22281639928698738,0.15060688471612393,0.007703721777410853
Mexico,homosexuality,-0.048,0.0609375,-0.07664884135472372,0.15060688471612393,0.007703721777410853
Mexico,drinking alcohol,-0.188,-0.35,-0.5454545454545454,0.15060688471612393,0.007703721777410853
Mexico,married people having an affair,-0.633,-0.09375,-0.25311942959001776,0.15060688471612393,0.007703721777410853
Mexico,gambling,-0.36,-0.3484375,-0.5436720142602496,0.15060688471612393,0.007703721777410853
Mexico,sex between unmarried adults,-0.171,-0.075,-0.23172905525846688,0.15060688471612393,0.007703721777410853
Chile,using contraceptives,0.7075,0.609375,0.5490196078431375,0.15060688471612393,0.007703721777410853
Chile,getting a divorce,0.5,-0.00625,-0.15329768270944732,0.15060688471612393,0.007703721777410853
Chile,having an abortion,-0.4525,-0.303125,-0.4919786096256684,0.15060688471612393,0.007703721777410853
Chile,homosexuality,0.1525,0.0078125,-0.13725490196078427,0.15060688471612393,0.007703721777410853
Chile,drinking alcohol,-0.015,0.0984375,-0.033868092691622054,0.15060688471612393,0.007703721777410853
Chile,married people having an affair,-0.54875,-0.0109375,-0.15864527629233516,0.15060688471612393,0.007703721777410853
Chile,gambling,-0.305,-0.25625,-0.4385026737967914,0.15060688471612393,0.007703721777410853
Chile,sex between unmarried adults,0.44,0.2140625,0.0980392156862746,0.15060688471612393,0.007703721777410853
Australia,using contraceptives,0.5675,0.0609375,-0.07664884135472372,0.15060688471612393,0.007703721777410853
Australia,getting a divorce,0.4025,-0.40625,-0.6096256684491979,0.15060688471612393,0.007703721777410853
Australia,having an abortion,0.08,-0.03125,-0.18181818181818177,0.15060688471612393,0.007703721777410853
Australia,homosexuality,0.1725,-0.0859375,-0.24420677361853826,0.15060688471612393,0.007703721777410853
Australia,drinking alcohol,0.3,-0.625,-0.8591800356506238,0.15060688471612393,0.007703721777410853
Australia,married people having an affair,-0.75125,-0.05,-0.20320855614973266,0.15060688471612393,0.007703721777410853
Australia,gambling,-0.15625,-0.2140625,-0.39037433155080203,0.15060688471612393,0.007703721777410853
Australia,sex between unmarried adults,0.245,-0.253125,-0.43493761140819964,0.15060688471612393,0.007703721777410853
Russia,using contraceptives,0.5582329317269076,0.478125,0.39928698752228176,0.15060688471612393,0.007703721777410853
Russia,getting a divorce,0.24397590361445784,-0.1859375,-0.3582887700534759,0.15060688471612393,0.007703721777410853
Russia,having an abortion,-0.1927710843373494,-0.0078125,-0.15508021390374327,0.15060688471612393,0.007703721777410853
Russia,homosexuality,-0.6214859437751004,-0.2671875,-0.4509803921568627,0.15060688471612393,0.007703721777410853
Russia,drinking alcohol,-0.1757028112449799,-0.7484375,-1.0,0.15060688471612393,0.007703721777410853
Russia,married people having an affair,-0.6164658634538153,-0.265625,-0.44919786096256686,0.15060688471612393,0.007703721777410853
Russia,gambling,-0.5050200803212851,-0.1859375,-0.3582887700534759,0.15060688471612393,0.007703721777410853
Russia,sex between unmarried adults,0.10341365461847389,0.0390625,-0.10160427807486627,0.15060688471612393,0.007703721777410853
Britain,using contraceptives,0.5978260869565217,-0.0921875,-0.2513368983957218,0.15060688471612393,0.007703721777410853
Britain,getting a divorce,0.32806324110671936,-0.0640625,-0.2192513368983957,0.15060688471612393,0.007703721777410853
Britain,having an abortion,0.018774703557312252,0.23125,0.11764705882352966,0.15060688471612393,0.007703721777410853
Britain,homosexuality,0.17490118577075098,-0.3859375,-0.5864527629233511,0.15060688471612393,0.007703721777410853
Britain,drinking alcohol,0.2924901185770751,-0.4921875,-0.7076648841354723,0.15060688471612393,0.007703721777410853
Britain,married people having an affair,-0.7045454545454546,-0.1390625,-0.3048128342245988,0.15060688471612393,0.007703721777410853
Britain,gambling,-0.04743083003952569,-0.0796875,-0.2370766488413547,0.15060688471612393,0.007703721777410853
Britain,sex between unmarried adults,0.2490118577075099,-0.0859375,-0.24420677361853826,0.15060688471612393,0.007703721777410853
Turkey,using contraceptives,0.198,0.84375,0.8163992869875225,0.15060688471612393,0.007703721777410853
Turkey,getting a divorce,0.025,-0.03125,-0.18181818181818177,0.15060688471612393,0.007703721777410853
Turkey,having an abortion,-0.373,0.128125,0.0,0.15060688471612393,0.007703721777410853
Turkey,homosexuality,-0.681,0.0046875,-0.14081996434937605,0.15060688471612393,0.007703721777410853
Turkey,drinking alcohol,-0.544,-0.140625,-0.30659536541889476,0.15060688471612393,0.007703721777410853
Turkey,married people having an affair,-0.899,-0.06875,-0.22459893048128332,0.15060688471612393,0.007703721777410853
Turkey,gambling,-0.685,-0.1984375,-0.37254901960784303,0.15060688471612393,0.007703721777410853
Turkey,sex between unmarried adults,-0.81,0.13125,0.0035650623885918886,0.15060688471612393,0.007703721777410853
Greece,using contraceptives,0.303,1.0046875,1.0,0.15060688471612393,0.007703721777410853
Greece,getting a divorce,0.233,-0.1125,-0.27450980392156865,0.15060688471612393,0.007703721777410853
Greece,having an abortion,-0.381,0.115625,-0.01426024955436711,0.15060688471612393,0.007703721777410853
Greece,homosexuality,-0.21,-0.3375,-0.5311942959001783,0.15060688471612393,0.007703721777410853
Greece,drinking alcohol,-0.01,0.0328125,-0.10873440285204983,0.15060688471612393,0.007703721777410853
Greece,married people having an affair,-0.737,-0.3453125,-0.5401069518716577,0.15060688471612393,0.007703721777410853
Greece,gambling,-0.446,-0.346875,-0.5418894830659536,0.15060688471612393,0.007703721777410853
Greece,sex between unmarried adults,0.484,0.03125,-0.11051693404634577,0.15060688471612393,0.007703721777410853
Egypt,using contraceptives,0.283,0.5578125,0.4901960784313726,0.15060688471612393,0.007703721777410853
Egypt,getting a divorce,0.442,-0.0296875,-0.18003565062388582,0.15060688471612393,0.007703721777410853
Egypt,having an abortion,-0.571,-0.1109375,-0.2727272727272727,0.15060688471612393,0.007703721777410853
Egypt,homosexuality,-0.936,-0.2109375,-0.38680926916221026,0.15060688471612393,0.007703721777410853
Egypt,drinking alcohol,-0.707,-0.4703125,-0.6827094474153298,0.15060688471612393,0.007703721777410853
Egypt,married people having an affair,-0.909,0.0125,-0.13190730837789655,0.15060688471612393,0.007703721777410853
Egypt,gambling,-0.881,-0.5265625,-0.7468805704099822,0.15060688471612393,0.007703721777410853
Egypt,sex between unmarried adults,-0.879,0.1203125,-0.008912655971479388,0.15060688471612393,0.007703721777410853
Poland,using contraceptives,0.3125,0.7859375,0.750445632798574,0.15060688471612393,0.007703721777410853
Poland,getting a divorce,0.14125,-0.0578125,-0.21212121212121215,0.15060688471612393,0.007703721777410853
Poland,having an abortion,-0.33125,0.059375,-0.07843137254901955,0.15060688471612393,0.007703721777410853
Poland,homosexuality,-0.205,0.103125,-0.028520499108734332,0.15060688471612393,0.007703721777410853
Poland,drinking alcohol,0.20625,-0.446875,-0.6559714795008913,0.15060688471612393,0.007703721777410853
Poland,married people having an affair,-0.61,-0.2328125,-0.4117647058823529,0.15060688471612393,0.007703721777410853
Poland,gambling,-0.10875,-0.4578125,-0.6684491978609626,0.15060688471612393,0.007703721777410853
Poland,sex between unmarried adults,0.22125,0.05625,-0.08199643493761133,0.15060688471612393,0.007703721777410853
Senegal,using contraceptives,0.23125,0.85625,0.8306595365418894,0.15060688471612393,0.007703721777410853
Senegal,getting a divorce,0.0325,0.028125,-0.11408199643493755,0.15060688471612393,0.007703721777410853
Senegal,having an abortion,-0.3775,0.1046875,-0.026737967914438387,0.15060688471612393,0.007703721777410853
Senegal,homosexuality,-0.6525,-0.240625,-0.4206773618538324,0.15060688471612393,0.007703721777410853
Senegal,drinking alcohol,-0.5325,0.215625,0.09982174688057066,0.15060688471612393,0.007703721777410853
Senegal,married people having an affair,-0.63625,0.496875,0.42067736185383264,0.15060688471612393,0.007703721777410853
Senegal,gambling,-0.56125,-0.3140625,-0.5044563279857397,0.15060688471612393,0.007703721777410853
Senegal,sex between unmarried adults,-0.56875,0.1734375,0.051693404634581164,0.15060688471612393,0.007703721777410853
Italy,using contraceptives,0.5574660633484163,0.38125,0.2887700534759359,0.15060688471612393,0.007703721777410853
Italy,getting a divorce,0.3357466063348416,-0.0734375,-0.22994652406417115,0.15060688471612393,0.007703721777410853
Italy,having an abortion,-0.14841628959276018,-0.25,-0.43137254901960786,0.15060688471612393,0.007703721777410853
Italy,homosexuality,0.29321266968325793,-0.578125,-0.8057040998217468,0.15060688471612393,0.007703721777410853
Italy,drinking alcohol,-0.1248868778280543,-0.296875,-0.48484848484848486,0.15060688471612393,0.007703721777410853
Italy,married people having an affair,-0.5366515837104072,-0.3453125,-0.5401069518716577,0.15060688471612393,0.007703721777410853
Italy,gambling,-0.21176470588235294,-0.278125,-0.4634581105169341,0.15060688471612393,0.007703721777410853
Italy,sex between unmarried adults,0.3429864253393665,-0.2265625,-0.40463458110516926,0.15060688471612393,0.007703721777410853
Brazil,using contraceptives,0.709375,0.684375,0.6345811051693404,0.15060688471612393,0.007703721777410853
Brazil,getting a divorce,0.375,-0.1015625,-0.26203208556149726,0.15060688471612393,0.007703721777410853
Brazil,having an abortion,-0.7239583333333334,-0.296875,-0.48484848484848486,0.15060688471612393,0.007703721777410853
Brazil,homosexuality,0.052083333333333336,-0.06875,-0.22459893048128332,0.15060688471612393,0.007703721777410853
Brazil,drinking alcohol,-0.175,-0.2265625,-0.40463458110516926,0.15060688471612393,0.007703721777410853
Brazil,married people having an affair,-0.7791666666666667,-0.49375,-0.7094474153297683,0.15060688471612393,0.007703721777410853
Brazil,gambling,-0.49583333333333335,-0.328125,-0.5204991087344029,0.15060688471612393,0.007703721777410853
Brazil,sex between unmarried adults,0.12395833333333334,-0.303125,-0.4919786096256684,0.15060688471612393,0.007703721777410853
Lebanon,using contraceptives,0.216,0.8125,0.7807486631016045,0.15060688471612393,0.007703721777410853
Lebanon,getting a divorce,0.387,0.0703125,-0.06595365418894827,0.15060688471612393,0.007703721777410853
Lebanon,having an abortion,-0.486,-0.0765625,-0.23351158645276282,0.15060688471612393,0.007703721777410853
Lebanon,homosexuality,-0.726,-0.134375,-0.2994652406417112,0.15060688471612393,0.007703721777410853
Lebanon,drinking alcohol,-0.261,0.2765625,0.1693404634581106,0.15060688471612393,0.007703721777410853
Lebanon,married people having an affair,-0.914,0.1921875,0.07308377896613205,0.15060688471612393,0.007703721777410853
Lebanon,gambling,-0.729,-0.178125,-0.3493761140819963,0.15060688471612393,0.007703721777410853
Lebanon,sex between unmarried adults,-0.76,0.228125,0.11408199643493777,0.15060688471612393,0.007703721777410853
Nigeria,using contraceptives,-0.3433559650824442,0.3046875,0.20142602495543693,0.15060688471612393,0.007703721777410853
Nigeria,getting a divorce,-0.48496605237633367,-0.171875,-0.34224598930481276,0.15060688471612393,0.007703721777410853
Nigeria,having an abortion,-0.7904946653734238,-0.265625,-0.44919786096256686,0.15060688471612393,0.007703721777410853
Nigeria,homosexuality,-0.8428709990300679,-0.0484375,-0.2014260249554367,0.15060688471612393,0.007703721777410853
Nigeria,drinking alcohol,-0.5819592628516004,0.0546875,-0.08377896613190727,0.15060688471612393,0.007703721777410853
Nigeria,married people having an affair,-0.7138700290979632,0.1046875,-0.026737967914438387,0.15060688471612393,0.007703721777410853
Nigeria,gambling,-0.7623666343355965,0.075,-0.06060606060606055,0.15060688471612393,0.007703721777410853
Nigeria,sex between unmarried adults,-0.7235693501454898,0.0953125,-0.03743315508021383,0.15060688471612393,0.007703721777410853
Japan,using contraceptives,0.6614285714285715,-0.009375,-0.1568627450980392,0.15060688471612393,0.007703721777410853
Japan,getting a divorce,0.4257142857142857,-0.1546875,-0.3226381461675578,0.15060688471612393,0.007703721777410853
Japan,having an abortion,0.17285714285714285,-0.046875,-0.19964349376114077,0.15060688471612393,0.007703721777410853
Japan,homosexuality,0.07714285714285714,-0.09375,-0.25311942959001776,0.15060688471612393,0.007703721777410853
Japan,drinking alcohol,0.5971428571428572,-0.496875,-0.7130124777183601,0.15060688471612393,0.007703721777410853
Japan,married people having an affair,-0.5542857142857143,-0.13125,-0.2959001782531193,0.15060688471612393,0.007703721777410853
Japan,gambling,0.05714285714285714,-0.225,-0.4028520499108734,0.15060688471612393,0.007703721777410853
Japan,sex between unmarried adults,0.2742857142857143,-0.246875,-0.4278074866310161,0.15060688471612393,0.007703721777410853
Malaysia,using contraceptives,-0.17396593673965938,0.44375,0.36007130124777187,0.15060688471612393,0.007703721777410853
Malaysia,getting a divorce,-0.2712895377128954,-0.2203125,-0.3975044563279857,0.15060688471612393,0.007703721777410853
Malaysia,having an abortion,-0.7396593673965937,0.1359375,0.00891265597147961,0.15060688471612393,0.007703721777410853
Malaysia,homosexuality,-0.8357664233576643,0.04375,-0.09625668449197855,0.15060688471612393,0.007703721777410853
Malaysia,drinking alcohol,-0.5888077858880778,0.525,0.45276292335115875,0.15060688471612393,0.007703721777410853
Malaysia,married people having an affair,-0.878345498783455,0.134375,0.007130124777183777,0.15060688471612393,0.007703721777410853
Malaysia,gambling,-0.6800486618004866,-0.034375,-0.18538324420677366,0.15060688471612393,0.007703721777410853
Malaysia,sex between unmarried adults,-0.8357664233576643,0.3078125,0.2049910873440286,0.15060688471612393,0.007703721777410853
Kenya,using contraceptives,0.14661654135338345,0.4046875,0.3155080213903745,0.15060688471612393,0.007703721777410853
Kenya,getting a divorce,-0.40350877192982454,0.040625,-0.09982174688057033,0.15060688471612393,0.007703721777410853
Kenya,having an abortion,-0.7819548872180451,-0.103125,-0.2638146167557932,0.15060688471612393,0.007703721777410853
Kenya,homosexuality,-0.8483709273182958,0.13125,0.0035650623885918886,0.15060688471612393,0.007703721777410853
Kenya,drinking alcohol,-0.47869674185463656,0.0453125,-0.09447415329768272,0.15060688471612393,0.007703721777410853
Kenya,married people having an affair,-0.7130325814536341,0.271875,0.16399286987522288,0.15060688471612393,0.007703721777410853
Kenya,gambling,-0.5939849624060151,0.0390625,-0.10160427807486627,0.15060688471612393,0.007703721777410853
Kenya,sex between unmarried adults,-0.7468671679197995,0.0203125,-0.12299465240641705,0.15060688471612393,0.007703721777410853
Indonesia,using contraceptives,0.541,0.5875,0.5240641711229947,0.15060688471612393,0.007703721777410853
Indonesia,getting a divorce,-0.38,-0.1671875,-0.33689839572192504,0.15060688471612393,0.007703721777410853
Indonesia,having an abortion,-0.878,-0.0296875,-0.18003565062388582,0.15060688471612393,0.007703721777410853
Indonesia,homosexuality,-0.912,-0.1171875,-0.27985739750445626,0.15060688471612393,0.007703721777410853
Indonesia,drinking alcohol,-0.834,0.246875,0.13547237076648866,0.15060688471612393,0.007703721777410853
Indonesia,married people having an affair,-0.916,0.028125,-0.11408199643493755,0.15060688471612393,0.007703721777410853
Indonesia,gambling,-0.865,-0.0015625,-0.14795008912655971,0.15060688471612393,0.007703721777410853
Indonesia,sex between unmarried adults,-0.951,-0.059375,-0.21390374331550788,0.15060688471612393,0.007703721777410853
Uganda,using contraceptives,0.12375,0.365625,0.2709447415329769,0.15060688471612393,0.007703721777410853
Uganda,getting a divorce,-0.6675,-0.0875,-0.2459893048128342,0.15060688471612393,0.007703721777410853
Uganda,having an abortion,-0.86375,-0.2453125,-0.42602495543672003,0.15060688471612393,0.007703721777410853
Uganda,homosexuality,-0.92125,-0.0328125,-0.1836007130124777,0.15060688471612393,0.007703721777410853
Uganda,drinking alcohol,-0.38125,0.1203125,-0.008912655971479388,0.15060688471612393,0.007703721777410853
Uganda,married people having an affair,-0.73,0.203125,0.08556149732620333,0.15060688471612393,0.007703721777410853
Uganda,gambling,-0.77,-0.0875,-0.2459893048128342,0.15060688471612393,0.007703721777410853
Uganda,sex between unmarried adults,-0.68625,-0.1109375,-0.2727272727272727,0.15060688471612393,0.007703721777410853
Jordan,using contraceptives,0.311,0.4,0.31016042780748676,0.15060688471612393,0.007703721777410853
Jordan,getting a divorce,0.477,-0.153125,-0.3208556149732621,0.15060688471612393,0.007703721777410853
Jordan,having an abortion,-0.494,0.0046875,-0.14081996434937605,0.15060688471612393,0.007703721777410853
Jordan,homosexuality,-0.932,-0.0640625,-0.2192513368983957,0.15060688471612393,0.007703721777410853
Jordan,drinking alcohol,-0.819,0.1546875,0.030303030303030276,0.15060688471612393,0.007703721777410853
Jordan,married people having an affair,-0.919,-0.121875,-0.285204991087344,0.15060688471612393,0.007703721777410853
Jordan,gambling,-0.886,-0.4921875,-0.7076648841354723,0.15060688471612393,0.007703721777410853
Jordan,sex between unmarried adults,-0.941,-0.03125,-0.18181818181818177,0.15060688471612393,0.007703721777410853
Argentina,using contraceptives,0.6324786324786325,0.6921875,0.64349376114082,0.15060688471612393,0.007703721777410853
Argentina,getting a divorce,0.43833943833943834,-0.1703125,-0.3404634581105168,0.15060688471612393,0.007703721777410853
Argentina,having an abortion,-0.38217338217338215,-0.409375,-0.6131907308377896,0.15060688471612393,0.007703721777410853
Argentina,homosexuality,0.20146520146520147,-0.2234375,-0.4010695187165776,0.15060688471612393,0.007703721777410853
Argentina,drinking alcohol,-0.13675213675213677,-0.115625,-0.2780748663101603,0.15060688471612393,0.007703721777410853
Argentina,married people having an affair,-0.5921855921855922,-0.4171875,-0.6221033868092691,0.15060688471612393,0.007703721777410853
Argentina,gambling,-0.27472527472527475,-0.4046875,-0.6078431372549019,0.15060688471612393,0.007703721777410853
Argentina,sex between unmarried adults,0.2222222222222222,-0.03125,-0.18181818181818177,0.15060688471612393,0.007703721777410853
Philippines,using contraceptives,0.30597014925373134,0.6765625,0.625668449197861,0.15060688471612393,0.007703721777410853
Philippines,getting a divorce,-0.4216417910447761,0.05625,-0.08199643493761133,0.15060688471612393,0.007703721777410853
Philippines,having an abortion,-0.9116915422885572,0.11875,-0.010695187165775333,0.15060688471612393,0.007703721777410853
Philippines,homosexuality,-0.39925373134328357,0.6953125,0.6470588235294121,0.15060688471612393,0.007703721777410853
Philippines,drinking alcohol,-0.0472636815920398,0.60703125,0.5463458110516937,0.15060688471612393,0.007703721777410853
Philippines,married people having an affair,-0.8445273631840796,0.66328125,0.6105169340463459,0.15060688471612393,0.007703721777410853
Philippines,gambling,-0.40422885572139305,-0.11875,-0.2816399286987522,0.15060688471612393,0.007703721777410853
Philippines,sex between unmarried adults,-0.5087064676616916,0.2046875,0.08734402852049916,0.15060688471612393,0.007703721777410853
Tunisia,using contraceptives,-0.128,0.825,0.7950089126559714,0.15060688471612393,0.007703721777410853
Tunisia,getting a divorce,-0.32,-0.0984375,-0.2584670231729054,0.15060688471612393,0.007703721777410853
Tunisia,having an abortion,-0.742,-0.278125,-0.4634581105169341,0.15060688471612393,0.007703721777410853
Tunisia,homosexuality,-0.921,-0.325,-0.516934046345811,0.15060688471612393,0.007703721777410853
Tunisia,drinking alcohol,-0.807,0.35703125,0.26114081996434946,0.15060688471612393,0.007703721777410853
Tunisia,married people having an affair,-0.877,0.275,0.16755793226381477,0.15060688471612393,0.007703721777410853
Tunisia,gambling,-0.901,-0.5703125,-0.7967914438502673,0.15060688471612393,0.007703721777410853
Tunisia,sex between unmarried adults,-0.865,0.1296875,0.0017825311942960553,0.15060688471612393,0.007703721777410853
China,using contraceptives,0.3592684438933664,0.40625,0.31729055258467054,0.15060688471612393,0.007703721777410853
China,getting a divorce,0.19931804091754496,-0.1734375,-0.3440285204991087,0.15060688471612393,0.007703721777410853
China,having an abortion,-0.07284562926224426,-0.1171875,-0.27985739750445626,0.15060688471612393,0.007703721777410853
China,homosexuality,-0.47241165530068197,0.0890625,-0.044563279857397387,0.15060688471612393,0.007703721777410853
China,drinking alcohol,-0.28766274023558586,-0.384375,-0.5846702317290553,0.15060688471612393,0.007703721777410853
China,married people having an affair,-0.6599504029758214,-0.125,-0.28877005347593576,0.15060688471612393,0.007703721777410853
China,gambling,-0.4621822690638562,-0.309375,-0.4991087344028521,0.15060688471612393,0.007703721777410853
China,sex between unmarried adults,-0.453812771233726,-0.059375,-0.21390374331550788,0.15060688471612393,0.007703721777410853
Pakistan,using contraceptives,-0.47960033305578686,0.60625,0.5454545454545454,0.15060688471612393,0.007703721777410853
Pakistan,getting a divorce,-0.6444629475437136,-0.06875,-0.22459893048128332,0.15060688471612393,0.007703721777410853
Pakistan,having an abortion,-0.835970024979184,-0.1140625,-0.2762923351158644,0.15060688471612393,0.007703721777410853
Pakistan,homosexuality,-0.8642797668609492,-0.16875,-0.3386809269162211,0.15060688471612393,0.007703721777410853
Pakistan,drinking alcohol,-0.9283930058284763,0.053125,-0.08556149732620322,0.15060688471612393,0.007703721777410853
Pakistan,married people having an affair,-0.9150707743547044,0.3109375,0.2085561497326205,0.15060688471612393,0.007703721777410853
Pakistan,gambling,-0.9342214820982515,-0.259375,-0.4420677361853832,0.15060688471612393,0.007703721777410853
Pakistan,sex between unmarried adults,-0.9383846794338052,0.0125,-0.13190730837789655,0.15060688471612393,0.007703721777410853
Ghana,using contraceptives,-0.13016270337922403,0.0953125,-0.03743315508021383,0.15060688471612393,0.007703721777410853
Ghana,getting a divorce,-0.6645807259073843,-0.2703125,-0.4545454545454545,0.15060688471612393,0.007703721777410853
Ghana,having an abortion,-0.8936170212765957,-0.1796875,-0.35115864527629226,0.15060688471612393,0.007703721777410853
Ghana,homosexuality,-0.9662077596996246,0.0921875,-0.04099821746880561,0.15060688471612393,0.007703721777410853
Ghana,drinking alcohol,-0.6921151439299124,-0.203125,-0.37789661319073076,0.15060688471612393,0.007703721777410853
Ghana,married people having an affair,-0.7634543178973717,-0.15625,-0.32442067736185376,0.15060688471612393,0.007703721777410853
Ghana,gambling,-0.8710888610763454,-0.26875,-0.45276292335115864,0.15060688471612393,0.007703721777410853
Ghana,sex between unmarried adults,-0.7647058823529411,0.1,-0.03208556149732611,0.15060688471612393,0.007703721777410853
